dataset,model,feature,feature_label,repeat,average_precision_decrease
rice,logistic_regression,extent,Extent,10,2.34929370286e-05
rice,logistic_regression,extent,Extent,11,8.62438189447e-05
rice,logistic_regression,extent,Extent,12,0.000182389785347
rice,logistic_regression,extent,Extent,13,0.00013689461149
rice,logistic_regression,extent,Extent,14,0.000269814373136
rice,logistic_regression,extent,Extent,15,-5.15429685969e-05
rice,logistic_regression,extent,Extent,16,0.000131618002469
rice,logistic_regression,extent,Extent,17,3.35648140349e-05
rice,logistic_regression,extent,Extent,18,0.000242323633957
rice,logistic_regression,extent,Extent,19,2.1174142551e-05
rice,logistic_regression,extent,Extent,20,0.000174759493421
rice,logistic_regression,extent,Extent,21,0.000217713826243
rice,logistic_regression,extent,Extent,22,0.000146864143972
rice,logistic_regression,extent,Extent,23,0.000119959404348
rice,logistic_regression,extent,Extent,24,7.82705105065e-05
rice,logistic_regression,extent,Extent,25,0.000205918514718
rice,logistic_regression,extent,Extent,26,0.000125351633392
rice,logistic_regression,extent,Extent,27,6.52861777873e-05
rice,logistic_regression,extent,Extent,28,4.7214585683e-05
rice,logistic_regression,extent,Extent,29,3.78280233928e-05
rice,random_forest,area,Area,0,0.00741175878719
rice,random_forest,area,Area,1,0.00765152406458
rice,random_forest,area,Area,2,0.00230102841525
rice,random_forest,area,Area,3,0.0130356484513
rice,random_forest,area,Area,4,0.0114586661387
rice,random_forest,area,Area,5,0.00741705735567
rice,random_forest,area,Area,6,0.0133387832843
rice,random_forest,area,Area,7,0.00877813827505
rice,random_forest,area,Area,8,0.010497441192
rice,random_forest,area,Area,9,0.00470903844609
rice,random_forest,area,Area,10,0.00984162120833
rice,random_forest,area,Area,11,0.0125352779109
rice,random_forest,area,Area,12,0.00608047371819
rice,random_forest,area,Area,13,0.0111034847691
rice,random_forest,area,Area,14,0.00957641740323
rice,random_forest,area,Area,15,0.00398198549046
rice,random_forest,area,Area,16,0.00539398122583
rice,random_forest,area,Area,17,0.00831921665484
rice,random_forest,area,Area,18,0.0085645000685
rice,random_forest,area,Area,19,0.00242491166405
rice,random_forest,area,Area,20,0.00197689724155
rice,random_forest,area,Area,21,0.00825804606298
rice,random_forest,area,Area,22,0.00415303465145
rice,random_forest,area,Area,23,0.00865151924677
rice,random_forest,area,Area,24,0.00871758585445
rice,random_forest,area,Area,25,0.0047060301728
rice,random_forest,area,Area,26,0.0172100704565
rice,random_forest,area,Area,27,0.0133801811706
rice,random_forest,area,Area,28,0.0153205654038
rice,random_forest,area,Area,29,0.0101882737463
rice,random_forest,perimeter,Perimeter,0,0.0425606005423
rice,random_forest,perimeter,Perimeter,1,0.0385813483672
rice,random_forest,perimeter,Perimeter,2,0.0264695274998
rice,random_forest,perimeter,Perimeter,3,0.0586565245375
rice,random_forest,perimeter,Perimeter,4,0.0352990204188
rice,random_forest,perimeter,Perimeter,5,0.0278641833308
rice,random_forest,perimeter,Perimeter,6,0.0415491027955
rice,random_forest,perimeter,Perimeter,7,0.0357252561255
rice,random_forest,perimeter,Perimeter,8,0.0426780394794
rice,random_forest,perimeter,Perimeter,9,0.0467219767126
rice,random_forest,perimeter,Perimeter,10,0.046900938047
rice,random_forest,perimeter,Perimeter,11,0.0498657520313
rice,random_forest,perimeter,Perimeter,12,0.031681808925
rice,random_forest,perimeter,Perimeter,13,0.0349291861957
rice,random_forest,perimeter,Perimeter,14,0.0372062837142
rice,random_forest,perimeter,Perimeter,15,0.0352529170464
rice,random_forest,perimeter,Perimeter,16,0.0279556058682
rice,random_forest,perimeter,Perimeter,17,0.034949826995
rice,random_forest,perimeter,Perimeter,18,0.0406972840038
rice,random_forest,perimeter,Perimeter,19,0.034002485031
rice,random_forest,perimeter,Perimeter,20,0.0317594261705
rice,random_forest,perimeter,Perimeter,21,0.0427847178215
rice,random_forest,perimeter,Perimeter,22,0.037043155802
rice,random_forest,perimeter,Perimeter,23,0.0388493262194
rice,random_forest,perimeter,Perimeter,24,0.0463919118373
rice,random_forest,perimeter,Perimeter,25,0.0237808586691
rice,random_forest,perimeter,Perimeter,26,0.0490497912117
rice,random_forest,perimeter,Perimeter,27,0.0452946285838
rice,random_forest,perimeter,Perimeter,28,0.0494830435054
rice,random_forest,perimeter,Perimeter,29,0.0400403439048
rice,random_forest,major_axis_length,Major axis length,0,0.0812608807276
rice,random_forest,major_axis_length,Major axis length,1,0.0731744631013
rice,random_forest,major_axis_length,Major axis length,2,0.065114337786
rice,random_forest,major_axis_length,Major axis length,3,0.0968864700428
rice,random_forest,major_axis_length,Major axis length,4,0.0739752135194
rice,random_forest,major_axis_length,Major axis length,5,0.057077175131
rice,random_forest,major_axis_length,Major axis length,6,0.0756173358676
rice,random_forest,major_axis_length,Major axis length,7,0.0713886424764
rice,random_forest,major_axis_length,Major axis length,8,0.0746453222358
rice,random_forest,major_axis_length,Major axis length,9,0.0792323171985
rice,random_forest,major_axis_length,Major axis length,10,0.0942718514458
rice,random_forest,major_axis_length,Major axis length,11,0.0747794154217
rice,random_forest,major_axis_length,Major axis length,12,0.0686134770999
rice,random_forest,major_axis_length,Major axis length,13,0.0602946769263
rice,random_forest,major_axis_length,Major axis length,14,0.0795549511893
rice,random_forest,major_axis_length,Major axis length,15,0.0749984333298
rice,random_forest,major_axis_length,Major axis length,16,0.0586453693274
rice,random_forest,major_axis_length,Major axis length,17,0.069119516004
rice,random_forest,major_axis_length,Major axis length,18,0.0722322471531
rice,random_forest,major_axis_length,Major axis length,19,0.0679931388701
rice,random_forest,major_axis_length,Major axis length,20,0.0629450055388
rice,random_forest,major_axis_length,Major axis length,21,0.0760942454708
rice,random_forest,major_axis_length,Major axis length,22,0.0737243160478
rice,random_forest,major_axis_length,Major axis length,23,0.0669640872687
rice,random_forest,major_axis_length,Major axis length,24,0.0824490702965
rice,random_forest,major_axis_length,Major axis length,25,0.0554830400232
rice,random_forest,major_axis_length,Major axis length,26,0.0959178190362
rice,random_forest,major_axis_length,Major axis length,27,0.0770843179551
rice,random_forest,major_axis_length,Major axis length,28,0.0789081606215
rice,random_forest,major_axis_length,Major axis length,29,0.0757660277658
rice,random_forest,minor_axis_length,Minor axis length,0,0.00144563220081
rice,random_forest,minor_axis_length,Minor axis length,1,0.000347146196075
rice,random_forest,minor_axis_length,Minor axis length,2,0.00172318549754
rice,random_forest,minor_axis_length,Minor axis length,3,2.06018135589e-05
rice,random_forest,minor_axis_length,Minor axis length,4,0.00133336328691
rice,random_forest,minor_axis_length,Minor axis length,5,0.00172169196119
rice,random_forest,minor_axis_length,Minor axis length,6,0.00206455292834
rice,random_forest,minor_axis_length,Minor axis length,7,0.000570251260809
rice,random_forest,minor_axis_length,Minor axis length,8,0.00123841565403
rice,random_forest,minor_axis_length,Minor axis length,9,0.000680028756321
rice,random_forest,minor_axis_length,Minor axis length,10,0.00145202258872
rice,random_forest,minor_axis_length,Minor axis length,11,0.00057715033394
rice,random_forest,minor_axis_length,Minor axis length,12,0.000926386028018
rice,random_forest,minor_axis_length,Minor axis length,13,0.00149525142118
rice,random_forest,minor_axis_length,Minor axis length,14,0.00152748799932
rice,random_forest,minor_axis_length,Minor axis length,15,0.00108225681606
rice,random_forest,minor_axis_length,Minor axis length,16,0.00138139491231
rice,random_forest,minor_axis_length,Minor axis length,17,0.00121166408628
rice,random_forest,minor_axis_length,Minor axis length,18,-0.000492165140223
rice,random_forest,minor_axis_length,Minor axis length,19,0.0015843884597
rice,random_forest,minor_axis_length,Minor axis length,20,-0.000125877419764
rice,random_forest,minor_axis_length,Minor axis length,21,0.000172067149067
rice,random_forest,minor_axis_length,Minor axis length,22,-0.000561173979177
rice,random_forest,minor_axis_length,Minor axis length,23,0.00184928566138
rice,random_forest,minor_axis_length,Minor axis length,24,0.000215091947182
rice,random_forest,minor_axis_length,Minor axis length,25,-0.000164148134634
rice,random_forest,minor_axis_length,Minor axis length,26,0.000635564293039
rice,random_forest,minor_axis_length,Minor axis length,27,0.00147681367257
rice,random_forest,minor_axis_length,Minor axis length,28,0.00198872050978
rice,random_forest,minor_axis_length,Minor axis length,29,0.00140625572781
rice,random_forest,eccentricity,Eccentricity,0,0.00477491123436
rice,random_forest,eccentricity,Eccentricity,1,0.0120282834548
rice,random_forest,eccentricity,Eccentricity,2,0.00738390025862
rice,random_forest,eccentricity,Eccentricity,3,0.012148340081
rice,random_forest,eccentricity,Eccentricity,4,0.012671873225
rice,random_forest,eccentricity,Eccentricity,5,0.0128265938977
rice,random_forest,eccentricity,Eccentricity,6,0.00826508248648
rice,random_forest,eccentricity,Eccentricity,7,0.0109170480731
rice,random_forest,eccentricity,Eccentricity,8,0.00777742729284
rice,random_forest,eccentricity,Eccentricity,9,0.00914365688069
rice,random_forest,eccentricity,Eccentricity,10,0.016100720806
rice,random_forest,eccentricity,Eccentricity,11,0.00957782936979
rice,random_forest,eccentricity,Eccentricity,12,0.00890951547168
rice,random_forest,eccentricity,Eccentricity,13,0.00983465797446
rice,random_forest,eccentricity,Eccentricity,14,0.0125676574721
rice,random_forest,eccentricity,Eccentricity,15,0.0105588175822
rice,random_forest,eccentricity,Eccentricity,16,0.00634421471466
rice,random_forest,eccentricity,Eccentricity,17,0.00906692801792
rice,random_forest,eccentricity,Eccentricity,18,0.0104647139522
rice,random_forest,eccentricity,Eccentricity,19,0.00568456275702
rice,random_forest,eccentricity,Eccentricity,20,0.00799732049429
rice,random_forest,eccentricity,Eccentricity,21,0.00784948648671
rice,random_forest,eccentricity,Eccentricity,22,0.00841527599578
rice,random_forest,eccentricity,Eccentricity,23,0.0110964605175
rice,random_forest,eccentricity,Eccentricity,24,0.00959079542232
rice,random_forest,eccentricity,Eccentricity,25,0.00428009930572
rice,random_forest,eccentricity,Eccentricity,26,0.0146890428105
rice,random_forest,eccentricity,Eccentricity,27,0.0125837505468
rice,random_forest,eccentricity,Eccentricity,28,0.0150388892044
rice,random_forest,eccentricity,Eccentricity,29,0.00978152390329
rice,random_forest,convex_area,Convex area,0,0.0190660137632
rice,random_forest,convex_area,Convex area,1,0.0167974184714
rice,random_forest,convex_area,Convex area,2,0.0101558301008
rice,random_forest,convex_area,Convex area,3,0.0242313587772
rice,random_forest,convex_area,Convex area,4,0.0205380180439
rice,random_forest,convex_area,Convex area,5,0.0152828974544
rice,random_forest,convex_area,Convex area,6,0.0219501537226
rice,random_forest,convex_area,Convex area,7,0.0184548991568
rice,random_forest,convex_area,Convex area,8,0.0188205468177
rice,random_forest,convex_area,Convex area,9,0.0133215607481
rice,random_forest,convex_area,Convex area,10,0.0197163381693
rice,random_forest,convex_area,Convex area,11,0.0224619259469
rice,random_forest,convex_area,Convex area,12,0.013288186167
rice,random_forest,convex_area,Convex area,13,0.0154814895687
rice,random_forest,convex_area,Convex area,14,0.0147676662117
rice,random_forest,convex_area,Convex area,15,0.0128374859196
rice,random_forest,convex_area,Convex area,16,0.0135614560595
rice,random_forest,convex_area,Convex area,17,0.0185633171694
rice,random_forest,convex_area,Convex area,18,0.0176140932789
rice,random_forest,convex_area,Convex area,19,0.00958068701392
rice,random_forest,convex_area,Convex area,20,0.0099420396324
rice,random_forest,convex_area,Convex area,21,0.0158597660726
rice,random_forest,convex_area,Convex area,22,0.011418345762
rice,random_forest,convex_area,Convex area,23,0.0194573834074
rice,random_forest,convex_area,Convex area,24,0.0195302518872
rice,random_forest,convex_area,Convex area,25,0.00993581516618
rice,random_forest,convex_area,Convex area,26,0.0245451154503
rice,random_forest,convex_area,Convex area,27,0.0223484922972
rice,random_forest,convex_area,Convex area,28,0.025342654723
rice,random_forest,convex_area,Convex area,29,0.0170865588253
rice,random_forest,extent,Extent,0,0.000520439999317
rice,random_forest,extent,Extent,1,0.000703999220145
rice,random_forest,extent,Extent,2,0.00041382370683
rice,random_forest,extent,Extent,3,-0.000572367456669
rice,random_forest,extent,Extent,4,0.000281279926885
rice,random_forest,extent,Extent,5,0.00105917993834
rice,random_forest,extent,Extent,6,0.000675260311086
rice,random_forest,extent,Extent,7,-0.000115365019073
rice,random_forest,extent,Extent,8,-0.000282478788095
rice,random_forest,extent,Extent,9,-0.000761338959012
rice,random_forest,extent,Extent,10,-0.000229990800283
rice,random_forest,extent,Extent,11,-0.000482827272549
rice,random_forest,extent,Extent,12,0.0005889772694
rice,random_forest,extent,Extent,13,-0.000510380450464
rice,random_forest,extent,Extent,14,-0.000382295595074
rice,random_forest,extent,Extent,15,0.000164855270982
rice,random_forest,extent,Extent,16,0.000443313451358
rice,random_forest,extent,Extent,17,0.000735520330583
rice,random_forest,extent,Extent,18,0.000840158187684
rice,random_forest,extent,Extent,19,-0.000687526829334
rice,random_forest,extent,Extent,20,0.000293361391923
rice,random_forest,extent,Extent,21,-0.000439341816891
rice,random_forest,extent,Extent,22,1.32324544672e-05
rice,random_forest,extent,Extent,23,-0.000506603704461
rice,random_forest,extent,Extent,24,0.000687614723852
rice,random_forest,extent,Extent,25,0.000677934608344
rice,random_forest,extent,Extent,26,0.000377941230047
rice,random_forest,extent,Extent,27,2.90313434237e-05
rice,random_forest,extent,Extent,28,-0.000323031368422
rice,random_forest,extent,Extent,29,0.000704526557582
